FID,STATION,STATION_NA,ELEVATION,LATITUDE,LONGITUDE,DATE,MLY_PRCP_2,Completene,MLY_SNOW_2,Complete_1,MLY_PRCP_5,Complete_2,MLY_SNOW_5,Complete_3,MLY_PRCP_7,Complete_4,MLY_SNOW_7,Complete_5,MLY_PRCP_N,Complete_6,MLY_SNOW_N,Complete_7,MLY_SNOW_A,Complete_8,MLY_SNOW_1,Complete_9,MLY_SNOW_3,Complet_10,MLY_SNOW_4,Complet_11,MLY_SNOW_6,Complet_12,MLY_PRCP_A,Complet_13,MLY_PRCP_1,Complet_14,MLY_PRCP_3,Complet_15,MLY_PRCP_4,Complet_16,MLY_SNWD_A,Complet_17,MLY_SNWD_1,Complet_18,MLY_SNWD_2,Complet_19,MLY_SNWD_3,Complet_20,MLY_TMAX_A,Complet_21,MLY_TMAX_1,Complet_22,MLY_TMAX_2,Complet_23,MLY_TMAX_3,Complet_24,MLY_TMAX_4,Complet_25,MLY_TMAX_5,Complet_26,MLY_TMAX_6,Complet_27,MLY_TMAX_7,Complet_28,MLY_TMIN_A,Complet_29,MLY_TMIN_1,Complet_30,MLY_TMIN_2,Complet_31,MLY_TMIN_3,Complet_32,MLY_TMIN_4,Complet_33,MLY_TMIN_5,Complet_34,MLY_TMIN_6,Complet_35,MLY_TMIN_7,Complet_36,MLY_TAVG_N,Complet_37,MLY_DUTR_N,Complet_38,MLY_TMAX_N,Complet_39,MLY_TMIN_N,Complet_40,MLY_TAVG_S,Complet_41,MLY_DUTR_S,Complet_42,MLY_TMAX_S,Complet_43,MLY_TMIN_S,Complet_44
208,GHCND:USW00023225,BLUE CANYON AIRPORT CA US,1608,39.2774,-120.7102,201005,41.4,R,-9999, ,62.99,R,-9999, ,117.09,R,-9999, ,94.23,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,6,P,4.2,P,2.2,P,1.2,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,30,R,25.6,R,17.2,R,7.4,R,0.8,R,0,R,0,R,0,R,0,R,0,R,2,R,8.1,R,19.9,R,28.8,R,31,R,12,R,-9.7,R,16,R,7.9,R,-15.4,R,-17,R,-15.1,R,-15.6,R
209,GHCND:USW00023225,BLUE CANYON AIRPORT CA US,1608,39.2774,-120.7102,201006,2.03,R,-9999, ,13.46,R,-9999, ,40.39,R,-9999, ,30.48,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,2.6,P,1.3,P,0.4,P,0.2,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,30,R,29.3,R,25.7,R,14.8,R,2.5,R,0,R,0,R,0,R,0,R,0,R,-777.7,R,1.3,R,9.2,R,22.9,R,30,R,16.4,R,-9.4,R,20.6,R,12.2,R,-16.1,R,-17,R,-15.8,R,-16.2,R
210,GHCND:USW00023225,BLUE CANYON AIRPORT CA US,1608,39.2774,-120.7102,201007,0,R,-9999, ,0,R,-9999, ,1.27,R,-9999, ,2.29,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0.6,P,0.2,P,0.1,P,0,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,31,R,31,R,30.5,R,26.7,R,10,R,0,R,0,R,0,R,0,R,0,R,0,R,0.1,R,1.7,R,11.4,R,28,R,20.8,R,-9.4,R,24.9,R,16.7,R,-16.2,R,-16.9,R,-16.3,R,-16,R
211,GHCND:USW00023225,BLUE CANYON AIRPORT CA US,1608,39.2774,-120.7102,201008,0,R,-9999, ,0.51,R,-9999, ,8.64,R,-9999, ,7.11,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,1.1,P,0.6,P,0.1,P,-777.7,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,31,R,31,R,30.7,R,26.2,R,10,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1.6,R,12.6,R,29,R,20.5,R,-9.2,R,24.8,R,16.2,R,-16.6,R,-17,R,-16.4,R,-16.6,R
212,GHCND:USW00023225,BLUE CANYON AIRPORT CA US,1608,39.2774,-120.7102,201009,0.51,R,-9999, ,8.89,R,-9999, ,39.37,R,-9999, ,26.16,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,2.8,P,1.8,P,0.8,P,0.4,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,30,R,29.1,R,26.3,R,18.9,R,5.6,R,0,R,0,R,0,R,0,R,0,R,0,R,1.2,R,7.6,R,18.7,R,29,R,17.7,R,-9.2,R,22,R,13.4,R,-15.7,R,-17,R,-15.5,R,-15.8,R
213,GHCND:USW00023225,BLUE CANYON AIRPORT CA US,1608,39.2774,-120.7102,201010,30.23,R,-9999, ,73.41,R,-9999, ,159.51,R,-9999, ,98.3,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,6.1,P,4.6,P,2.6,P,1.3,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,30,R,26.3,R,18.2,R,6.5,R,0.6,R,0,R,0,R,0,R,0,R,0,R,0.9,R,6.4,R,18.3,R,28.4,R,31,R,12.6,R,-10.3,R,16.3,R,8.8,R,-15.6,R,-17.2,R,-15.4,R,-15.7,R
214,GHCND:USW00023225,BLUE CANYON AIRPORT CA US,1608,39.2774,-120.7102,201011,99.06,R,-9999, ,176.28,R,-9999, ,310.39,R,-9999, ,213.11,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,10.5,P,8.4,P,5.3,P,3,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,25,R,14.4,R,4.6,R,0.5,R,0,R,0,R,1,R,0,R,0,R,0,R,7.5,R,17.4,R,27.3,R,29.9,R,30,R,6.6,R,-11.4,R,9.8,R,3.4,R,-15.5,R,-16.6,R,-15.2,R,-15.6,R
215,GHCND:USW00023225,BLUE CANYON AIRPORT CA US,1608,39.2774,-120.7102,201012,132.84,R,-9999, ,223.77,R,-9999, ,422.66,R,-9999, ,291.08,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,14.4,P,11.9,P,7.5,P,4.2,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,20,R,8.2,R,1.1,R,0,R,0,R,0,R,3,R,0,R,0,R,1,R,14,R,24.9,R,30.6,R,31,R,31,R,3.7,R,-12.1,R,6.6,R,0.8,R,-15.9,R,-16.6,R,-15.8,R,-15.9,R
216,GHCND:USC00043369,GEM LAKE CA US,2734,37.7519,-119.1402,201001,30.23,R,-9999, ,81.03,R,-9999, ,113.79,R,-9999, ,84.07,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,12.2,P,8,P,2,P,0.6,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
217,GHCND:USC00043369,GEM LAKE CA US,2734,37.7519,-119.1402,201002,33.02,R,-9999, ,55.88,R,-9999, ,118.11,R,-9999, ,81.53,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,10.8,P,8.1,P,2.1,P,0.6,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
218,GHCND:USC00043369,GEM LAKE CA US,2734,37.7519,-119.1402,201003,27.69,R,-9999, ,46.23,R,-9999, ,125.22,R,-9999, ,76.45,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,12,P,8.5,P,1.9,P,0.7,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
219,GHCND:USC00043369,GEM LAKE CA US,2734,37.7519,-119.1402,201004,11.68,R,-9999, ,20.83,R,-9999, ,31.24,R,-9999, ,25.65,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,8.2,P,3.7,P,0.3,P,0.1,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
220,GHCND:USC00043369,GEM LAKE CA US,2734,37.7519,-119.1402,201005,10.41,R,-9999, ,13.97,R,-9999, ,25.65,R,-9999, ,19.3,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,6.6,P,3.2,P,0.2,P,0,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
221,GHCND:USC00043369,GEM LAKE CA US,2734,37.7519,-119.1402,201006,9.14,R,-9999, ,15.49,R,-9999, ,23.62,R,-9999, ,20.32,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,4.9,P,2.2,P,-777.7,P,0,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
222,GHCND:USC00043369,GEM LAKE CA US,2734,37.7519,-119.1402,201007,2.54,R,-9999, ,9.14,R,-9999, ,17.78,R,-9999, ,12.95,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,4.9,P,2.2,P,0.1,P,0,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
223,GHCND:USC00043369,GEM LAKE CA US,2734,37.7519,-119.1402,201008,0,R,-9999, ,7.11,R,-9999, ,24.38,R,-9999, ,15.24,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,4.7,P,2,P,0.3,P,0,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
224,GHCND:USC00043369,GEM LAKE CA US,2734,37.7519,-119.1402,201009,1.27,R,-9999, ,9.65,R,-9999, ,18.29,R,-9999, ,16.26,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,5,P,3.1,P,0.2,P,-777.7,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
225,GHCND:USC00045679,MINERAL CA US,1486,40.3458,-121.6091,201001,107.7,R,152,P,201.68,R,437,P,334.52,R,1080,P,227.84,R,686,P,8,S,6,S,1,S,4,S,2,S,12.6,S,10.8,S,5.9,S,2.9,S,-9999, ,-9999, ,-9999, ,-9999, ,0,C,18,C,5.8,C,0.1,C,0,C,0,C,0,C,2,C,0,C,2,C,11,C,28.7,C,30.9,C,31,C,31,C,31,C,0.2,C,-6.6,C,5.8,C,-5.3,C,-16.2,C,-15.4,C,-15.9,C,-15.7,C
226,GHCND:USC00045679,MINERAL CA US,1486,40.3458,-121.6091,201002,103.63,R,178,P,193.29,R,432,P,284.73,R,1209,P,217.93,R,709,P,7,C,6,C,1,C,4,C,3,C,11.8,C,10.1,C,5.5,C,3,C,-9999, ,-9999, ,-9999, ,-9999, ,0,C,18,C,7.2,C,0.8,C,0,C,0,C,0,C,1,C,0,C,2,C,8,C,26,C,28,C,28,C,28,C,28,C,0.9,C,-5.9,C,6.8,C,-5.1,C,-16.1,C,-15.1,C,-15.5,C,-15.8,C
227,GHCND:USC00045679,MINERAL CA US,1486,40.3458,-121.6091,201003,81.79,R,290,P,164.08,R,528,P,272.8,R,1148,P,206.76,R,861,P,7,C,6,C,1,C,3,C,2,C,12.5,C,10.2,C,5.1,C,2.4,C,-9999, ,-9999, ,-9999, ,-9999, ,0,C,25,C,13.2,C,3.7,C,0,C,0,C,0,C,1,C,0,C,0,C,5,C,27.3,C,31,C,31,C,31,C,31,C,2.8,C,-5.2,C,9.1,C,-3.5,C,-16.1,C,-15.4,C,-15.2,C,-16.4,C
228,GHCND:USC00045679,MINERAL CA US,1486,40.3458,-121.6091,201004,54.61,R,25,P,92.96,R,165,P,135.38,R,368,P,110.49,R,318,P,4,C,4,C,0,C,2,C,1,C,9.8,C,7.2,C,3.1,C,1.3,C,-9999, ,-9999, ,-9999, ,-9999, ,0,S,27,S,18.8,S,9.3,S,2.3,S,0.1,S,0,S,0,S,0,S,0,S,2,S,22.5,S,29.6,S,30,S,30,S,30,S,5.1,S,-3.7,S,12.2,S,-1.9,S,-16.1,S,-15.7,S,-15.2,S,-16.6,S
229,GHCND:USC00045679,MINERAL CA US,1486,40.3458,-121.6091,201005,29.72,S,0,S,62.23,S,0,S,101.85,S,76,S,82.04,S,38,S,1,C,1,C,0,C,0,C,-778,C,7.3,C,5.5,C,2.2,C,0.8,C,-9999, ,-9999, ,-9999, ,-9999, ,0,S,30,S,26.3,S,18.8,S,8.9,S,1.9,S,-778,S,0,S,0,S,0,S,0,S,12.1,S,25.9,S,30.9,S,31,S,31,S,9.1,S,-1.8,S,17.1,S,1.2,S,-16.1,S,-15.4,S,-15.1,S,-16.7,S
230,GHCND:USC00045679,MINERAL CA US,1486,40.3458,-121.6091,201006,5.33,S,0,S,24.38,S,0,S,58.42,S,0,S,34.8,S,2,S,0,S,0,S,0,S,0,S,0,S,3.8,C,2.7,C,0.8,C,0.3,C,-9999, ,-9999, ,-9999, ,-9999, ,0,S,30,S,29.4,S,26.9,S,18.9,S,6.8,S,0,S,0,S,0,S,0,S,0,S,2.7,S,16.2,S,29.4,S,30,S,30,S,13.3,S,0.6,S,22.5,S,4.2,S,-16.3,S,-16.1,S,-15.7,S,-16.7,S
231,GHCND:USC00045679,MINERAL CA US,1486,40.3458,-121.6091,201007,0,S,0,S,0,S,0,S,5.59,S,0,S,3.56,S,0,S,0,C,0,C,0,C,0,C,0,C,0.7,C,0.5,C,0.1,C,-777.7,C,-9999, ,-9999, ,-9999, ,-9999, ,0,S,31,S,31,S,30.8,S,29.2,S,20,S,3,S,0,S,0,S,0,S,0,S,0.2,S,9.8,S,28,S,30.9,S,31,S,16.9,S,3.7,S,27.6,S,6.2,S,-16.1,S,-16.5,S,-15.7,S,-16.3,S
232,GHCND:USC00045679,MINERAL CA US,1486,40.3458,-121.6091,201008,0,S,0,C,0.25,S,0,C,10.92,S,0,C,5.84,S,0,C,0,C,0,C,0,C,0,C,0,C,1,C,0.6,C,0.1,C,-777.7,C,-9999, ,-9999, ,-9999, ,-9999, ,-778,S,31,S,31,S,30.9,S,29.4,S,19,S,3,S,0,S,0,S,0,S,0,S,0.4,S,12.5,S,29.7,S,31,S,31,S,16.3,S,4.5,S,27.4,S,5.2,S,-16.8,S,-16.4,S,-16.3,S,-16.9,S
233,GHCND:USC00045679,MINERAL CA US,1486,40.3458,-121.6091,201009,0.76,S,0,C,13.97,S,0,C,36.58,S,0,C,29.72,S,-19754,C,0,C,-778,C,0,C,0,C,0,C,2.7,S,2,S,0.7,S,0.2,S,-9999, ,-9999, ,-9999, ,-9999, ,0,S,30,S,29.4,S,27.4,S,22.1,S,11.1,S,1,S,0,S,0,S,0,S,0,S,4.3,S,21.2,S,29.8,S,30,S,30,S,13.5,S,3.2,S,24,S,3,S,-16.3,S,-15.7,S,-15.4,S,-16.8,S
234,GHCND:USC00045679,MINERAL CA US,1486,40.3458,-121.6091,201010,34.29,S,0,S,83.06,S,0,S,137.41,S,18,S,93.98,S,33,S,1,C,1,C,0,C,0,C,0,C,5.3,C,4.1,C,1.9,C,1.2,C,-9999, ,-9999, ,-9999, ,-9999, ,0,C,30,C,26.7,C,19.8,C,8.2,C,1.6,C,0,C,-778,C,0,C,0,C,0,C,17.2,C,29.5,C,31,C,31,C,31,C,8.6,C,-0.3,C,17.3,C,-0.2,C,-16.2,C,-15.3,C,-15.1,C,-16.8,C
235,GHCND:USC00045679,MINERAL CA US,1486,40.3458,-121.6091,201011,75.69,R,13,P,158.24,R,94,P,232.41,R,211,P,178.82,R,155,P,3,S,3,S,0,S,1,S,1,S,10.7,S,8.6,S,4.8,S,2.4,S,-9999, ,-9999, ,-9999, ,-9999, ,0,S,24,S,12.5,S,4.1,S,0.2,S,0,S,0,S,0,S,0,S,0,S,4,S,24,S,29.6,S,30,S,30,S,30,S,3.1,S,-5.7,S,9.1,S,-2.9,S,-16.1,S,-15.6,S,-15.4,S,-16,S
236,GHCND:USC00045679,MINERAL CA US,1486,40.3458,-121.6091,201012,124.21,R,127,P,182.37,R,325,P,424.69,R,787,P,270.26,R,538,P,7,S,6,S,0,S,3,S,2,S,11.9,S,10.2,S,5.4,S,3,S,-9999, ,-9999, ,-9999, ,-9999, ,0,S,17,S,4.1,S,-777.7,S,0,S,0,S,0,S,2,S,0,S,2,S,9,S,27.7,S,30.8,S,31,S,31,S,31,S,0.2,S,-7.4,S,5.4,S,-4.9,S,-16.4,S,-16,S,-16.3,S,-15.9,S
237,GHCND:USC00048702,SUSANVILLE 2 SW CA US,1275,40.4167,-120.6631,201001,14.73,R,0,P,47.24,R,23,P,77.22,R,279,P,50.04,R,135,P,1,S,1,S,-778,S,1,S,0,S,6.2,S,4.3,S,1.1,S,0.4,S,-9999, ,-9999, ,-9999, ,-9999, ,0,S,18,S,3.8,S,0.2,S,0,S,0,S,0,S,4,S,0,S,2,S,11,S,25.5,S,30.6,S,31,S,31,S,31,S,0,S,-7.8,S,5,S,-4.9,S,-15.4,S,-16,S,-15.2,S,-15.3,S
238,GHCND:USC00048702,SUSANVILLE 2 SW CA US,1275,40.4167,-120.6631,201002,19.56,R,0,P,28.7,R,0,P,60.2,R,25,P,45.21,R,25,P,1,P,1,P,0,P,0,P,0,P,5.6,P,3.8,P,1.1,P,0.6,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,22,R,9.2,R,1.4,R,-777.7,R,0,R,0,R,1,R,0,R,2,R,5,R,19.9,R,27,R,28,R,28,R,28,R,2.4,R,-6.7,R,7.9,R,-3.2,R,-15.6,R,-15.8,R,-15.2,R,-15.7,R
239,GHCND:USC00048702,SUSANVILLE 2 SW CA US,1275,40.4167,-120.6631,201003,14.22,R,0,P,26.67,R,0,P,57.4,R,13,P,38.86,R,38,P,1,P,1,P,-778,P,0,P,0,P,5.6,P,3.4,P,0.6,P,0.2,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,30,R,20.9,R,8,R,1.1,R,0,R,0,R,0,R,0,R,-778,R,1,R,16.8,R,28.5,R,31,R,31,R,31,R,5.9,R,-4.8,R,12.4,R,-0.5,R,-16.1,R,-15.7,R,-15.4,R,-16.4,R
240,GHCND:USC00048702,SUSANVILLE 2 SW CA US,1275,40.4167,-120.6631,201004,2.54,R,0,P,7.37,R,0,P,29.21,R,0,P,16,R,13,P,0,P,0,P,0,P,0,P,-778,P,3.6,P,1.8,P,0.3,P,0.1,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,30,R,24.9,R,16.3,R,6.3,R,0.6,R,0,R,0,R,0,R,0,R,0,R,9.9,R,23.4,R,29.6,R,30,R,30,R,8.8,R,-3.3,R,16.1,R,1.6,R,-15.8,R,-15.9,R,-15.2,R,-16.2,R
241,GHCND:USC00048702,SUSANVILLE 2 SW CA US,1275,40.4167,-120.6631,201005,2.79,R,0,P,12.7,R,0,P,23.11,R,0,P,18.03,R,2,P,-778,P,-778,P,0,P,0,P,0,P,3.4,P,1.5,P,0.6,P,-777.7,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,31,R,30.3,R,25.7,R,15.9,R,6,R,1,R,0,R,0,R,0,R,0,R,2.4,R,14,R,27.4,R,31,R,31,R,13.2,R,-1.7,R,21.3,R,5.2,R,-15.9,R,-15.9,R,-15.3,R,-16.3,R
242,GHCND:USC00048702,SUSANVILLE 2 SW CA US,1275,40.4167,-120.6631,201006,0,R,0,P,7.11,R,0,P,23.37,R,0,P,11.18,R,0,P,0,S,0,S,0,S,0,S,0,S,2.4,S,1.1,S,0.1,S,0,S,-9999, ,-9999, ,-9999, ,-9999, ,0,R,30,R,30,R,29,R,25.6,R,15,R,4,R,0,R,0,R,0,R,0,R,0.4,R,4.5,R,18.8,R,29.2,R,30,R,17.4,R,-0.1,R,26.3,R,8.6,R,-16.3,R,-16.3,R,-15.8,R,-16.4,R
243,GHCND:USC00048702,SUSANVILLE 2 SW CA US,1275,40.4167,-120.6631,201007,0,R,0,S,1.78,R,0,S,11.68,R,0,S,5.59,R,0,S,0,S,0,S,0,S,0,S,0,S,1.2,P,0.5,P,0.1,P,0,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,31,R,31,R,31,R,30.7,R,28,R,14,R,0,R,0,R,0,R,0,R,0,R,0.9,R,10.1,R,26.4,R,31,R,21.7,R,1.9,R,31.5,R,11.8,R,-16.3,R,-16.7,R,-16.2,R,-16.2,R
244,GHCND:USC00048702,SUSANVILLE 2 SW CA US,1275,40.4167,-120.6631,201008,0,S,0,S,0,S,0,S,4.06,S,0,S,3.05,S,0,S,0,S,0,S,0,S,0,S,0,S,0.8,S,0.5,S,0,S,0,S,-9999, ,-9999, ,-9999, ,-9999, ,0,R,31,R,31,R,31,R,30.7,R,27.4,R,10,R,0,R,0,S,0,S,0,S,0,S,1.6,S,11.8,S,27.8,S,31,S,20.9,R,2.2,R,30.8,R,10.9,S,-16.8,R,-16.2,R,-16.4,R,-16.7,S
245,GHCND:USC00048702,SUSANVILLE 2 SW CA US,1275,40.4167,-120.6631,201009,0,R,0,P,3.81,R,0,P,9.91,R,0,P,9.4,R,2,P,-778,P,-778,P,0,P,0,P,0,P,2.2,P,1.4,P,0.2,P,0,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,30,R,29.9,R,29,R,25.4,R,15.8,R,2,R,0,R,0,R,0,R,0,R,1.1,R,7.7,R,22.6,R,29.7,R,30,R,16.6,R,1.2,R,26.1,R,7.1,R,-16.4,R,-15.9,R,-15.7,R,-16.7,R
246,GHCND:USC00048702,SUSANVILLE 2 SW CA US,1275,40.4167,-120.6631,201010,5.08,R,0,P,25.4,R,0,P,35.56,R,0,P,25.4,R,2,P,-778,P,-778,P,0,P,-778,P,0,P,3,P,1.7,P,0.5,P,0.2,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,31,R,28.8,R,23.1,R,10.3,R,1.9,R,0,R,0,R,0,R,0,R,0,R,7.2,R,21.7,R,30.5,R,31,R,31,R,10.7,R,-1.6,R,18.8,R,2.6,R,-16.3,R,-16.1,R,-15.5,R,-16.8,R
247,GHCND:USC00048702,SUSANVILLE 2 SW CA US,1275,40.4167,-120.6631,201011,10.92,R,0,P,33.78,R,0,P,68.83,R,15,P,44.45,R,23,P,1,P,0,P,0,P,0,P,0,P,6,P,3.7,P,1.1,P,0.3,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,27,R,15.8,R,4.5,R,0.2,R,0,R,0,R,0,R,0,R,1,R,4,R,19.3,R,27.5,R,30,R,30,R,30,R,4.3,R,-5.7,R,10.3,R,-1.7,R,-16.1,R,-15.6,R,-15.4,R,-16.2,R
248,GHCND:USC00048702,SUSANVILLE 2 SW CA US,1275,40.4167,-120.6631,201012,13.97,R,0,P,26.16,R,0,P,63.75,R,163,P,37.34,R,104,P,2,P,2,P,0,P,1,P,0,P,6.4,P,4.2,P,1,P,0.3,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,18,R,3.7,R,-777.7,R,0,R,0,R,0,R,4,R,0,R,2,R,11,R,26.2,R,29.9,R,31,R,31,R,31,R,0,R,-7.8,R,5,R,-4.9,R,-15.7,R,-16.2,R,-15.7,R,-15.4,R
249,GHCND:USC00041072,BRIDGEPORT CA US,1972,38.2575,-119.2286,201001,13.21,R,64,P,27.69,R,76,P,46.99,R,190,P,31.75,R,137,P,3,S,2,S,0,S,1,S,1,S,4.7,C,3.3,C,1.1,C,0.4,C,-9999, ,-9999, ,-9999, ,-9999, ,0,S,16,S,6.3,S,0.6,S,0,S,0,S,0,S,6,S,8,S,17,S,26,S,30.5,S,31,S,31,S,31,S,31,S,-4.2,S,0.3,S,4.8,S,-13.3,S,-14.8,S,-16.1,S,-14.5,S,-14.8,S
250,GHCND:USC00041072,BRIDGEPORT CA US,1972,38.2575,-119.2286,201002,14.48,R,23,P,38.1,R,58,P,54.61,R,203,P,41.4,R,137,P,3,S,2,S,0,S,1,S,0,S,5.2,C,3.4,C,1.1,C,0.4,C,-9999, ,-9999, ,-9999, ,-9999, ,0,S,18,S,8.8,S,1.4,S,0,S,0,S,0,S,3,S,5,S,11,S,22,S,27.3,S,28,S,28,S,28,S,28,S,-2.2,S,0.3,S,6.8,S,-11.3,S,-15.3,S,-15.4,S,-14.8,S,-15.3,S
251,GHCND:USC00041072,BRIDGEPORT CA US,1972,38.2575,-119.2286,201003,5.59,R,0,P,13.72,R,15,P,40.39,R,114,P,24.64,R,74,P,2,S,1,S,0,S,1,S,0,S,4,S,2.4,S,0.5,S,0.1,S,-9999, ,-9999, ,-9999, ,-9999, ,0,S,27,S,17.9,S,5.8,S,0.2,S,0,S,0,S,1,S,1,S,4,S,17,S,29.4,S,30.9,S,31,S,31,S,31,S,1.7,S,0.2,S,10.7,S,-7.3,S,-15.9,S,-15.6,S,-15.2,S,-16.2,S
252,GHCND:USC00041072,BRIDGEPORT CA US,1972,38.2575,-119.2286,201004,0.51,R,0,P,8.89,R,0,P,16,R,76,P,11.68,R,46,P,1,S,1,S,0,S,0,S,0,S,3.3,S,1.5,S,0.3,S,0.1,S,-9999, ,-9999, ,-9999, ,-9999, ,0,S,29,S,24.4,S,15.2,S,4,S,0.3,S,0,S,-778,S,0,S,0,S,9,S,26.3,S,29.4,S,30,S,30,S,30,S,5.3,S,1.7,S,15,S,-4.5,S,-15.9,S,-16.1,S,-15.3,S,-16.3,S
