"Survey Type",Organization,Date,"Survey Year",Country,State,County,"Survey ID","MDMAP ID #","Shoreline Name","Latitude Start","Longitude Start","Latitude End","Longitude End",Length,Slope,"Start Time","End Time","Time of Low Tide","Database Season",Season,"Date of Previous Survey","Storm Activity","Current Weather","Number of Persons Assisting","Large Items?","Debris Behind Back Barrier?","Datasheet Version",Notes,Photos?,Width,"Width - Deviation",Plastic,"Plastic - Concentration","Plastic - Standard Deviation","Hard Plastic Fragments","Hard Plastic Fragments - Concentration","Hard Plastic Fragments - Standard Deviation","Foamed Plastic Fragments","Foamed Plastic Fragments - Concentration","Foamed Plastic Fragments - Standard Deviation","Filmed Plastic Fragments","Filmed Plastic Fragments - Concentration","Filmed Plastic Fragments - Standard Deviation","Food Wrappers","Food Wrappers - Concentration","Food Wrappers - Standard Deviation","Plastic Beverage Bottles","Plastic Beverage Bottles - Concentration","Plastic Beverage Bottles - Standard Deviation","Other Jugs/Containers","Other Jugs/Containers - Concentration","Other Jugs/Containers - Standard Deviation","Bottle/Container Caps","Bottle/Container Caps - Concentration","Bottle/Container Caps - Standard Deviation","Cigar Tips","Cigar Tips - Concentration","Cigar Tips - Standard Deviation",Cigarettes,"Cigarettes - Concentration","Cigarettes - Standard Deviation","Disposable Cigarette Lighters","Disposable Cigarette Lighters - Concentration","Disposable Cigarette Lighters - Standard Deviation","6-Pack Rings","6-Pack Rings - Concentration","6-Pack Rings - Standard Deviation",Bags,"Bags - Concentration","Bags - Standard Deviation","Plastic Rope/Net","Plastic Rope/Net - Concentration","Plastic Rope/Net - Standard Deviation","Buoys & Floats","Buoys & Floats - Concentration","Buoys & Floats - Standard Deviation","Fishing Lures & Line","Fishing Lures & Line - Concentration","Fishing Lures & Line - Standard Deviation",Cups,"Cups - Concentration","Cups - Standard Deviation","Plastic Utensils","Plastic Utensils - Concentration","Plastic Utensils - Standard Deviation",Straws,"Straws - Concentration","Straws - Standard Deviation","Balloons Mylar","Balloons Mylar - Concentration","Balloons Mylar - Standard Deviation","Personal Care Products","Personal Care Products - Concentration","Personal Care Products - Standard Deviation","Plastic Other","Plastic Other - Concentration","Plastic Other - Standard Deviation",Metal,"Metal - Concentration","Metal - Standard Deviation","Aluminum/Tin Cans","Aluminum/Tin Cans - Concentration","Aluminum/Tin Cans - Standard Deviation","Aerosol Cans","Aerosol Cans - Concentration","Aerosol Cans - Standard Deviation","Metal Fragments","Metal Fragments - Concentration","Metal Fragments - Standard Deviation","Metal Other","Metal Other - Concentration","Metal Other - Standard Deviation",Glass,"Glass - Concentration","Glass - Standard Deviation","Glass Beverage Bottles","Glass Beverage Bottles - Concentration","Glass Beverage Bottles - Standard Deviation",Jars,"Jars - Concentration","Jars - Standard Deviation","Glass Fragments","Glass Fragments - Concentration","Glass Fragments - Standard Deviation","Glass Other","Glass Other - Concentration","Glass Other - Standard Deviation",Rubber,"Rubber - Concentration","Rubber - Standard Deviation",Flip-Flops,"Flip-Flops - Concentration","Flip-Flops - Standard Deviation","Rubber Gloves","Rubber Gloves - Concentration","Rubber Gloves - Standard Deviation",Tires,"Tires - Concentration","Tires - Standard Deviation","Balloons Latex","Balloons Latex - Concentration","Balloons Latex - Standard Deviation","Rubber Fragments","Rubber Fragments - Concentration","Rubber Fragments - Standard Deviation","Rubber Other","Rubber Other - Concentration","Rubber Other - Standard Deviation","Processed Lumber","Processed Lumber - Concentration","Processed Lumber - Standard Deviation","Cardboard Cartons","Cardboard Cartons - Concentration","Cardboard Cartons - Standard Deviation","Paper and Cardboard","Paper and Cardboard - Concentration","Paper and Cardboard - Standard Deviation","Paper Bags","Paper Bags - Concentration","Paper Bags - Standard Deviation","Lumber/Building Material","Lumber/Building Material - Concentration","Lumber/Building Material - Standard Deviation","Processed Lumber Other","Processed Lumber Other - Concentration","Processed Lumber Other - Standard Deviation",Cloth/Fabric,"Cloth/Fabric - Concentration","Cloth/Fabric - Standard Deviation","Clothing & Shoes","Clothing & Shoes - Concentration","Clothing & Shoes - Standard Deviation","Gloves (non-rubber)","Gloves (non-rubber) - Concentration","Gloves (non-rubber) - Standard Deviation",Towels/Rags,"Towels/Rags - Concentration","Towels/Rags - Standard Deviation","Rope/Net Pieces (non-nylon)","Rope/Net Pieces (non-nylon) - Concentration","Rope/Net Pieces (non-nylon) - Standard Deviation","Fabric Pieces","Fabric Pieces - Concentration","Fabric Pieces - Standard Deviation","Cloth/Fabric Other","Cloth/Fabric Other - Concentration","Cloth/Fabric Other - Standard Deviation",Unclassified,"Unclassified - Concentration","Unclassified - Standard Deviation","Total Debris","Total Debris - Concentration","Total Debris - Standard Deviation"
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",08-04-2015,"Year 4","United States",CA,Marin,3959,16,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,100,,"8:45 AM","10:15 AM","10:04 AM",Summer,summer,07-06-2015,none,"cool, light wind, partly cloudy",1,no,yes,1.0,"portion of the plot was restricted for snowy plover habitat protection so the volunteer could not get a second corner/GPS coordinate.",3307.jpg,19,0.067666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",02-16-2016,"Year 4","United States",CA,Marin,4629,16,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,100,,"1:40 PM","2:25 PM",,Winter,winter,01-16-2016,none,"sunny, few clouds, light breeze",2,no,yes,1.0,,,52.3,0.016020819787597,30,0.031074023073197,0.0106910372765,15,0.015445138595819,0.0062926598125221,5,0.0056281000101225,0.0085273365158917,1,0.00095602294455067,0.0019120458891013,1,0.00093984962406015,0.0018796992481203,0,0,0,0,0,0,2,0.0020821490706768,0.0024202520357143,3,0.0030194680742288,0.0020402185291797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001123595505618,0.002247191011236,0,0,0,1,0.00093984962406015,0.0018796992481203,1,0.00093984962406015,0.0018796992481203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.031074023073197,0.0106910372765
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",09-25-2015,"Year 4","United States",CA,Marin,4609,16,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,100,,"3:25 PM","4:00 PM",,Fall,fall,09-03-2015,none,"Clear, warm, breezy",1,no,no,1.0,,,50,0.0031914236925211,6,0.0061241496598639,0.0040850340136054,4,0.0041037414965986,0.0034030081043766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010204081632653,0.0020408163265306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,5,0.0050833333333333,0.0060575939484621,0,0,0,2,0.002,0.004,0,0,0,3,0.0030833333333333,0.0039756201472922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.011207482993197,0.0089812021850213
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",11-02-2015,"Year 4","United States",CA,Marin,4613,16,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,100,,"10:00 AM","10:45 AM",,Fall,fall,09-25-2015,yes,"wind clearing, overcast from rain",2,no,no,1.0,,,60.3,0.0041320786626193,3,0.0025578074883853,0.0017065063063202,2,0.001695738522868,0.0019590205833876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00086206896551724,0.0017241379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00086505190311419,0.0017301038062284,0,0,0,0,0,0,1,0.00086505190311419,0.0017301038062284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0.00086505190311419,0.0017301038062284,0,0,0,0,0,0,0,0,0,1,0.00086505190311419,0.0017301038062284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0042879112946137,0.0017562670368715
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",11-23-2015,"Year 4","United States",CA,Marin,4617,16,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,100,,"2:35 PM","3:30 PM",,Fall,fall,11-02-2015,none,"cloudy, cool, heavy wind",3,no,,1.0,,3950.jpg,61.2,0.0026874192494329,8,0.0066344284681964,0.005480591844527,5,0.0041561404085949,0.0042329290111759,0,0,0,1,0.00081699346405229,0.0016339869281046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00082236842105263,0.0016447368421053,0,0,0,0,0,0,1,0.00083892617449664,0.0016778523489933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00081699346405229,0.0016339869281046,0,0,0,0,0,0,1,0.00081699346405229,0.0016339869281046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,2,0.0016339869281046,0.0032679738562092,0,0,0,0,0,0,0,0,0,2,0.0016339869281046,0.0032679738562092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083892617449664,0.0016778523489933,11,0.0099243350348499,0.00812040687742
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",12-18-2015,"Year 4","United States",CA,Marin,4621,16,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,100,,"10:45 AM","11:30 AM",,Winter,fall,11-23-2015,yes,"windy and rain",2,no,no,1.0,,3955.jpg,53.8,0.0090977205122227,26,0.026237852784098,0.010028465855281,9,0.0089801674297649,0.0036491634489583,4,0.0041344501718213,0.0058318480539798,8,0.0080615382316403,0.00042014986521041,2,0.0020704732510288,0.0023908688090761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0020618556701031,0.0041237113402062,0,0,0,0,0,0,0,0,0,1,0.00092936802973978,0.0018587360594796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010416666666667,0.0020833333333333,0,0,0,0,0,0,1,0.0010416666666667,0.0020833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,2,0.0020618556701031,0.0041237113402062,0,0,0,1,0.0010309278350515,0.0020618556701031,0,0,0,1,0.0010309278350515,0.0020618556701031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.029341375120868,0.013551591455903
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",01-16-2016,"Year 4","United States",CA,Marin,4625,16,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,100,,"2:30 PM","3:30 PM",,Winter,winter,12-18-2015,yes,"light rain, cool, windy",2,yes,yes,1.0,,3956.jpg,21.1,0.0043290577197285,18,0.043333392233544,0.029954069626785,7,0.016696179431595,0.015659865147754,5,0.012310701616798,0.0052928917703816,0,0,0,2,0.0045454545454545,0.0090909090909091,0,0,0,0,0,0,2,0.0048905283198477,0.0056751410046248,2,0.0048905283198477,0.0056751410046248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0.0025252525252525,0.0050505050505051,0,0,0,0,0,0,0,0,0,1,0.0025252525252525,0.0050505050505051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.045858644758796,0.027694531471833
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",03-25-2016,"Year 4","United States",CA,Marin,4633,16,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,100,,"9:00 AM","9:50 AM",,Spring,spring,02-16-2016,yes,"sunny, cold, windy",2,no,no,1.0,,3958.jpg,29.6,0.0026016376608818,29,0.049685878630163,0.018693413329055,15,0.025584456616732,0.015003597916596,4,0.0069302037342066,0.005793783825947,5,0.0086807308570742,0.0089755486662361,0,0,0,0,0,0,0,0,0,2,0.0033333333333333,0.0066666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0017730496453901,0.0035460992907801,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0016891891891892,0.0033783783783784,0,0,0,1,0.0016949152542373,0.0033898305084746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0.0017730496453901,0.0035460992907801,0,0,0,0,0,0,0,0,0,1,0.0017730496453901,0.0035460992907801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.051458928275553,0.020709727048653
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",04-15-2016,"Year 4","United States",CA,Marin,4637,16,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,100,,"1:15 PM","2:30 PM",,Spring,spring,03-25-2016,yes,"clear, breezy, cool",2,no,no,1.0,,,44.7,0.0058563039791575,33,0.039834187324357,0.025500782522649,26,0.03153185719555,0.0287236401939,1,0.0012135922330097,0.0024271844660194,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0012135922330097,0.0024271844660194,0,0,0,0,0,0,1,0.0011185682326622,0.0022371364653244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0023410621201928,0.0027085476881116,0,0,0,1,0.0012019230769231,0.0024038461538462,1,0.0012135922330097,0.0024271844660194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0.0012224938875306,0.0024449877750611,0,0,0,0,0,0,0,0,0,1,0.0012224938875306,0.0024449877750611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.041056681211887,0.027085885636947
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",06-07-2016,"Year 4","United States",CA,Marin,4892,16,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,100,,"8:45 AM","10:00 AM",,Summer,spring,05-10-2016,none,spring,1,no,no,2.0,,,56,0.013969212178534,13,0.013216163564005,0.007110284248702,4,0.0040210143463326,0.0046441225266113,1,0.0010204081632653,0.0020408163265306,0,0,0,2,0.0019132653061224,0.0022190456378741,1,0.0010869565217391,0.0021739130434783,0,0,0,2,0.001980198019802,0.003960396039604,0,0,0,1,0.0010869565217391,0.0021739130434783,0,0,0,0,0,0,0,0,0,1,0.0010869565217391,0.0021739130434783,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010204081632653,0.0020408163265306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00099009900990099,0.001980198019802,0,0,0,0,0,0,0,0,0,1,0.00099009900990099,0.001980198019802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.014206262573906,0.0078363977594662
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",05-10-2016,"Year 4","United States",CA,Marin,4888,16,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,100,,"9:15 AM","10:10 AM",,Spring,spring,04-15-2016,yes,"cloudy, cool",2,no,no,2.0,,4238.jpg,46.7,0.0096700185759521,86,0.095651942219372,0.025306025821158,46,0.05097133265869,0.0093955928579328,14,0.015545710780472,0.0083182401649178,0,0,0,3,0.0034919713176164,0.0045959896231371,0,0,0,0,0,0,8,0.0088086590803472,0.0062097728167871,2,0.0021744165709451,0.0025113813412638,1,0.0011037527593819,0.0022075055187638,0,0,0,0,0,0,0,0,0,5,0.0056663878885615,0.0044056304922181,1,0.0012106537530266,0.0024213075060533,0,0,0,0,0,0,0,0,0,3,0.0033850703239717,0.0022693298704162,0,0,0,0,0,0,3,0.00329398708636,0.0040617714074649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0021744165709451,0.0025113813412638,0,0,0,0,0,0,0,0,0,2,0.0021744165709451,0.0025113813412638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0.097826358790317,0.026624515612032
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",07-07-2016,"Year 4","United States",CA,Marin,4992,16,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,100,,"10:20 AM","11:10 AM",,Summer,summer,06-07-2016,none,"overcast,windy",1,yes,no,2.0,,"4300.jpg<object type=""cosymantecnisbfw"" cotype=""cs"" id=""SILOBFWOBJECTID"" style=""width: 0px; height: 0px; display: block;""></object>",54,0.0098130676292532,43,0.04218989723549,0.018647258667302,23,0.022731509625127,0.0099041301035359,0,0,0,0,0,0,2,0.0019259259259259,0.0022271550190182,0,0,0,0,0,0,5,0.0049156816390859,0.0036661388249416,1,0.00092592592592593,0.0018518518518519,1,0.0010204081632653,0.0020408163265306,0,0,0,0,0,0,0,0,0,2,0.0020204081632653,0.0023332044152324,0,0,0,0,0,0,0,0,0,1,0.001,0.002,6,0.0057037037037037,0.0071495872663785,0,0,0,0,0,0,2,0.0019463340891912,0.0022527228481975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00092592592592593,0.0018518518518519,0,0,0,0,0,0,0,0,0,1,0.00092592592592593,0.0018518518518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001063829787234,0.0021276595744681,44,0.04417965294865,0.018819079653364
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",08-08-2016,"Year 5","United States",CA,Marin,4997,16,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,100,,"10:10 AM","10:55 AM",,Summer,summer,07-07-2016,none,"clear,sunny,calm",2,no,no,2.0,,"4305.jpg<object type=""cosymantecnisbfw"" cotype=""cs"" id=""SILOBFWOBJECTID"" style=""width: 0px; height: 0px; display: block;""></object>",57.7,0.0014240006242196,35,0.030367453289333,0.014656607700687,19,0.016479867008401,0.0087330270913696,0,0,0,3,0.0026056815612991,0.0017371303382104,1,0.0008695652173913,0.0017391304347826,0,0,0,0,0,0,3,0.0026056815612991,0.0033291371649568,0,0,0,0,0,0,1,0.00086655112651646,0.0017331022530329,0,0,0,0,0,0,1,0.00086655112651646,0.0017331022530329,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0026086956521739,0.0033301812443699,0,0,0,0,0,0,4,0.0034648600357356,0.0028401145717303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00085616438356164,0.0017123287671233,0,0,0,1,0.00085616438356164,0.0017123287671233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.031223617672895,0.013110022594062
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",09-07-2016,"Year 5","United States",CA,Marin,5255,16,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,100,,"9:40 AM","10:40 AM","9:45 AM",Fall,Summer,08-08-2016,none,"slightly cloudy, cool",2,yes,no,2.0,"Width of beach: average width was taken from 30m north and 22m south",4666.jpg,54.7,0.0076666666666667,39,0.037495393125997,0.018943285622467,22,0.021284670147821,0.0072795125294195,1,0.00091407678244973,0.0018281535648995,0,0,0,2,0.0019120807744657,0.0022121303280149,0,0,0,0,0,0,4,0.0037402343393651,0.0051735228578657,0,0,0,1,0.00099800399201597,0.0019960079840319,0,0,0,0,0,0,1,0.00099800399201597,0.0019960079840319,2,0.0018281535648995,0.0036563071297989,0,0,0,0,0,0,1,0.00099800399201597,0.0019960079840319,0,0,0,3,0.0029100847664817,0.0019465003993096,0,0,0,0,0,0,2,0.0019120807744657,0.0022121303280149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00099800399201597,0.0019960079840319,0,0,0,0,0,0,0,0,0,1,0.00099800399201597,0.0019960079840319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.038493397118013,0.017479716529725
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",11-14-2016,"Year 5","United States",CA,Marin,5421,16,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,100,,"01:40 PM","02:40 PM","10:34 AM",Fall,Fall,10-07-2016,None,"Overcast,slight breeze",2,no,no,2.0,,5151.jpg,56.3,0.0061666666666667,25,0.023152176311385,0.0087528747618156,17,0.015703251514195,0.0039566440584181,2,0.001890602383803,0.0021833604135157,0,0,0,1,0.00089928057553957,0.0017985611510791,0,0,0,1,0.00093457943925234,0.0018691588785047,0,0,0,1,0.00089928057553957,0.0017985611510791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.001890602383803,0.0021833604135157,0,0,0,0,0,0,1,0.00093457943925234,0.0018691588785047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0018226789063927,0.0021060165151058,0,0,0,0,0,0,1,0.00088809946714032,0.0017761989342806,1,0.00093457943925234,0.0018691588785047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00089928057553957,0.0017985611510791,0,0,0,0,0,0,0,0,0,1,0.00089928057553957,0.0017985611510791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.025874135793317,0.0085143258837767
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",10-07-2016,"Year 5","United States",CA,Marin,5425,16,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,100,,"10:00 AM","11:30 AM","10:00 AM",Fall,Fall,09-07-2016,10/2+3,"Breezy,cool,some clouds",1,no,yes,2.0,,5157.jpg,50.7,0.0021322045624884,16,0.01588466486055,0.010129737940633,9,0.0089095921298598,0.0087286954277601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0020023410754516,0.0023124958129928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0020003920768471,0.0023103064950923,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0019743355863757,0.0022797685861568,0,0,0,0,0,0,1,0.00099800399201597,0.0019960079840319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0009861932938856,0.0019723865877712,0,0,0,0,0,0,0,0,0,1,0.0009861932938856,0.0019723865877712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.016870858154436,0.011719502190715
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",12-12-2016,"Year 5","United States",CA,Marin,5644,16,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,100,,"11:30 AM","12:30 PM",,Winter,Winter,11-14-2016,Yes,"High thin clouds, slight breeze, cool",1,no,no,2.0,,,47.5,0.0095568474578876,7,0.0081073151414789,0.0060771739378224,3,0.0035036119711042,0.0046455793540201,1,0.0011627906976744,0.0023255813953488,0,0,0,1,0.0011627906976744,0.0023255813953488,0,0,0,0,0,0,1,0.0012254901960784,0.0024509803921569,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010526315789474,0.0021052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0081073151414789,0.0060771739378224
